domain,ransomwareGroup,timestamp,lockbitURL,domainCountry,domainDescription
groupemontclair.com,lockbit3,30/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/RBFgaJ2z7QoAzxk5653fc1f0a67a5,QC,"Building communitiesfor more than 75 yearsGroupe Montclair not only builds high-quality residences, but also seeks to reduce the ecological footprint of each one by taking this aspect into account when planning and constructing these projects"
aces-int.com,lockbit3,30/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/Wl4dqqOkhUyTig9h653ff6cc164cd,,"At ACES, we offer a wide range of specialized engineering services including site and geotechnical investigation, materials technology and testing, quality control of projects, special studies, land and marine surveying, and chemical and environment..."
aiq.com.mx,lockbit3,30/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/bj9ns3qflI85o950654007e525b6e,MX,Aeropuerto Internacional de Querétaro - Business Information
topcharoen.co.th,lockbit3,30/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/YIExK35OoF9CPDpl653f86548ef70,TH,"From over 70 years of experience of ""Top Charoen Eyeglasses"", we are pleased to provide a complete and superior vision service. Under the standards of quality service Detailed eye examination with care and sincerity from eye experts who have passed i..."
mottamaholdings.com,lockbit3,30/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/XQP0NXlxj96hiJtt653f872b417a7,MM,"Mottama Holdings Ltd is one of the largest conglomerates in Myanmar specializing in industries such as Construction, Manufacturing, Trading and Property Development.With a robust vision and deep commitment to helping the nation grow, Mottama Holdings..."
boeing.com,lockbit3,27/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/zDtSylQMoN0Xm1PB653bf2932765e,,"Boeing, the 60 billion Company, together with its subsidiaries, designs, develops, manufactures, sells, services, and supports commercial jetliners, military aircraft, satellites, missile defense, human space flight, and launch systems and services w..."
tilden-coil.com,lockbit3,27/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/sJNb9QubIGzWiZRK653ba83d05afd,,"Tilden-Coil Constructors, Inc. is a general contractor and construction manager focusing on high quality educational, institutional, commercial and industrial facilities throughout Southern California for over 80 years."
caminorealcs.org,lockbit3,26/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/alcDM7gj4NlkCABA653a9694e7135,,"Camino Real Community Services providing mental, behavioral and intellectual disability services to Atascosa, Dimmit, Frio, Karnes, La Salle, Maverick, McMullen, Wilson and Zavala counties."
doverchem.com,lockbit3,26/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/Ye2nqaFS48NO49i6653a7b1646f6a,,"Dover Chemical Corporation is a leading producer of alkylphenols, chlorinated alkanes, polymer additives, liquid and solid antioxidants (including organophosphites), flame retardants, additives for water-based and oil-based metalworking fluids and dr..."
camico.com,lockbit3,24/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/Bupf14S4LanRQZIj65382610d791d,,CAMICO challenges the traditional insurance company approach to protecting CPAsCAMICO proactively protects you with products and services designed specifically for CPAs. We take better care of accountants with specialized expertise and a dedicate...
excon.cl,lockbit3,24/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/UaT8i3f7vcgXAxUp6538273164c84,CL,"Constructora Excon S.A. EXCON es una empresa líder en obras de movimiento de tierra, que cuenta con una extensa trayectoria en proyectos de construcción y de procesos en minería. Integrada por un equipo humano altamente calificado y comprometido, pos..."
martinsonservices.com,lockbit3,24/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/WsJYxGvukRYgYSnm653828411e85e,,"Address: 8640 Welby Road Thornton, Colorado 80229 Martinson Snow Removal provides complete grounds services. We are your source for all parking lot and property maintenance services including snow removal, sweeping, striping, asphalt and concrete rep..."
fern-plastics.co.uk,lockbit3,24/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/ADrcSzr9yjatif4B6538247440366,UK,"Our target is to continually improve the financial stability of the Company to enhance our security for the benefit of customers, employees and shareholders.Fern was established in Fern Road, Wolverhampton in 1959 and we have been expanding our s..."
ambic.co.uk,lockbit3,24/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/NQrpZTw18hm40fNX653820444d9cc,UK,"Complete end-to-end production of livestock products and peristaltic pumpsWe innovate, develop, manufacture and distribute all our Livestock products and Peristaltic Pumps centrally from our headquarters in Witney, United Kingdom.We downloade..."
mgbwlaw.com,lockbit3,24/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/nMjZfSFcNRf4aNXL653821d3cdf11,,"When you operate your own business, you pour everything you’ve got into it. But you don’t have to take on the challenges alone. At McCarter Grespan, we become part of your team. We are experienced, ambitious, and accessible. As residents of Kitchener..."
linkmicrotek.com,lockbit3,24/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/DKo8qc7VWfFYVt32653823677f951,,"Welcome to Link Microtek. We supply high specification radio frequency (RF), microwave & infra red systems, components and instrumentation for aerospace, defence & commercial wireless applications. We specialise in both coaxial and surface mount comp..."
grupocobra.com,lockbit3,24/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/olj0G2cMEtPYad5565377907a4d3b,,"The Cobra Group is a energy based conglomerate focused on water treatment, wind power, hydro power plants and solar power operations."
harlingentx.gov,lockbit3,23/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/b8BvtQAniX2VrWyL65361c6684530,,"Harlingen, Texas"
mamu.be,lockbit3,23/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/72VJbOwp51c1gh4L65361cc85b500,BE,"mamu.beTransforming businesses with simple, remarkable plans. remarkable. Wij doen architectuur anders, we doen meer, en starten eerder dan in een normaal proces"
chs.ca,lockbit3,21/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/2Fa8cNzYxiUTeFXY65343de32b69b,CA,"Greedy Company they dont care about their customers and emplyees data . the Canadian Hearing Society (CHS) provides services that enhance the independence of deaf, deafened and hard of hearing people they say ."
uaes.com,lockbit3,20/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/m5iu6Ye1U5HAyUu36532c76d8f915,,"Founded in 1995, United Automotive Electronics Co. is mainly engaged in the development, production and sales of gasoline engine management systems, transmission control systems, body electronics, hybrid and electric drive control systems."
degrootgroep.nl,lockbit3,20/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/EeQym9lCYQgwb5zm6532a586784b5,NL,"Part 2 :De Groot Installatiegroep is a family business that supplies high-quality technical installations. On the one hand, we stand for our clients, the quality of the installations and for innovations in the industry.At the same time, we stan..."
charleystaxi.com,lockbit3,20/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/Uuhc1VLBSKe9eNOx6532bdeda869f,,Charley’s Taxi was founded in 1938 by Charles and Helen Morita.
nirolaw.com,lockbit3,19/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/nd4ZEVI8rgC0wRaa6531106e08ca3,,"Chicago-based intellectual property lawyers representing artists, inventors, entrepreneurs and business people."
hgmonline.com,lockbit3,19/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/UgjkecEVSjr5etaG65310b90351c1,,"HGM Associates Inc. provides in-house architectural, structural and civil engineering, landscape architecture, and surveying services."
salaw.com,lockbit3,19/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/GAb065TxUPZMSFZw653109fd32fa1,,"SA Law, leading solicitors in St Albans & London, helps with all legal aspects of your business & personal life. Exceptional support for your success."
frs-fnrs.be,lockbit3,19/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/aX9KNEQmxYIGzljr65310ab4eb3c8,BE,"The National Fund for Scientific Research (NFSR) (Dutch: Nationaal Fonds voor Wetenschappelijk Onderzoek (NFWO), French: Fonds National de la Recherche Scientifique (FNRS)) was once a government institution in Belgium for supporting scientific resear..."
thecsi.com,lockbit3,19/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/QODQO1yAOda38W906530f41b0797e,,"CSI provides product life cycle management services including, forward logistics (product assembly, packaging and distribution) and reverse logistics (product refurbishment, repair, and engineering) services to major manufacturers and service provide..."
smart-union.org,lockbit3,19/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/LS3YNhXVmqQeFPCg6530d8ac053ed,US,"SMART has approximately 700 local unions and councils in the United States, Canada and Puerto Rico. The International Union, based in Washington, DC and Cleveland, Ohio coordinates the union’s activity on behalf of the membership. The International a..."
fdf.org,lockbit3,18/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/pJt2ilA0kzfg3nIM6515e0c4e8207,,"fdf.orgPassports, banks, accounting, juridic, customers and etc private data was downloaded"
kasperekusaoptical.com,lockbit3,17/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/sILgUxJcPnrps2AZ652ec5dff2bf7,,"Kasperek Optical is a family-owned and operated wholesale optical distributor and manufacturer. Headquartered in Michigan, Kasperek Optical has been providing eyewear and accessories to independent eye care professionals since 1978. Kasperek Optical..."
cpstate.org,lockbit3,16/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/3D8S98Jj5oyImufU652daa591402a,,"Cerebral Palsy Associations of New York State (CPOFNYS.ORG). CP State is a broad-based, multi-service organization encompassing nearly 30 Affiliates and 19,000 employees providing services and programs for more than 100,000 individuals with cerebral..."
sdproducts.co.uk,lockbit3,16/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/clZZmjvYNbiM3w73652d640451cf7,UK,"SD Products Ltd is a third generation family owned business, established in 1979 as a stockist distributor of specialist fasteners based in Sutton-In-Ashfield, Nottinghamshire"
foremostgroups.com,lockbit3,10/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/PQIrggtu9XcMkvKz65246b0f230d3,,"Revenue zoominfo 500kk+Big holdingWe have all legal data, budgets, forecasts, bank, finance data, salaries, insurances, passports, confidential agreements with customers, audit private info, all human resources data, all consolidation reports..."
atlantatech.edu,lockbit3,09/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/zwi3XWuSI7P03Pdr6519e7b6eb6f5,US,"Atlanta Technical College is a public technical college in Atlanta, Georgia. It is part of the Technical College System of Georgia and provides education services for Fulton and Clayton counties."
starplast.ft,lockbit3,09/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/aQ965JJyVTOCFkO16519e8a256bb8,,"Starplast est située � Ester Technopole � Limoges (87) depuis Mars 2009 dans un bâtiment contemporain de 8000 m².En juin 2020 Starplast rejoint Vitalo Group. Site web : https://www.vitalo.net/Depuis sa création en 1965, Starplast, reconnue po..."
dothanhauto.com,lockbit3,09/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/IFkBJexfAI9c0kNr6523ef38e2559,,"Dothanh Auto Corporation is a manufacturer of assembling, distributing and providing warranty services for commercial vehicles, including passenger cars, trucks and specialized vehicles. Up to now, Do Thanh has been one of the prestigious automobile..."
vsmpo-tirus.com,lockbit3,09/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/76r7imtpPLh48gG9652404b4bcee4,,"Tirus US is one of the largest suppliers of titanium mill products to the aerospace, medical and consumer products industries."
enerjet.com.pe,lockbit3,09/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/hGDDRbtoYW9lZlAM65239a0e5e169,PE,Corporación Enerjet SA is a company that operates in the Electrical/Electronic Manufacturing industry. It employs 51-100 people and has $10M-$25M of revenue. The company is headquartered in Peru.
securicon.co.za,lockbit3,08/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/HpK982HPsAqbgTGk6523179e84047,ZA,"Securicon Lowveld offers a professional security services and in particular Risk management, experienced guarding, alarm monitoring and response service. Securicon Lowveld has been operating with its main focus in the Nkomazi ‘Onderberg region for th..."
urc-automation.com,lockbit3,08/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/6zcQb3xOI15jNALd62d57e29e2b8b,,"Greetings!Today we are posting here the new company, ""Universe Remote Control inc."".Company Description: URC is a global leader in smart home automation and control solutions. More than 100 million remote controls have been sold in the past 1..."
sogebank.com,lockbit3,06/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/lFidlXiz6WfNRp3s62d9a9bc4e748,HT,"Greetings!Today we are posting here the new company, ""Groupe Sogebank"".Company Description: Sogebank is a Haitian commercial bank created on April 26, 1986.As a generalist commercial bank, Sogebank is aimed at organisations, industrial and..."
cote-expert-equipements.com,lockbit3,06/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/VhWJg4gkoTDs4QYj651fb12d6612a,CA,"In fact, we are the largest manufacturer of snow removal equipment in Canada and a leader in the snow removal industry in North America."
sinedieadvisor.com,lockbit3,06/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/7t62fSpshTyCsNmH651fb2c4a7e0d,,"www.vodafone.esSinedie Advisor, an authorized distributor of Vodafone Companies and self-employed in the provinces of Valencia, Castellón and Alicante. We have a team of highly qualified professionals with unbeatable training in the telecommunica..."
tatatelebusiness.com,lockbit3,06/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/mRY4tYrDnIBu89x9651fb51fe5ab5,,"Tata Tele Business Services (TTBS), part of the prestigious Tata group of companies, is the country's leading provider of business connectivity and communication solutions."
eemotors.com,lockbit3,06/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/p6uhKheSqSuPF9My651fb660d0fc6,,"Economic Electric Motors positions itself as one of the leading providers of electrical and HVAC products to customers such as Department of Defense, Department of Interior, Department of Justice, Number of Branches of State Governments, Universities..."
bm.co.th,lockbit3,06/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/bRKy3lWqo0ASYx5J651fb6f5083f9,TH,Bangsaen Mahanakorn Company Limited and affiliated companies of Bangsaen Mahanakorn
picosoft.biz,lockbit3,06/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/7NRa08Bh8fU5jjVm651fb793bdf77,,"PicoSoft est une société de services et dingénierie informatique, qui offre une large gamme de solutions innovantes répondant aux besoins de tout type dentreprises en matire de portails dentreprise, de gestion électronique de documents et doutils dai..."
litung.com.tw,lockbit3,06/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/GiQoY52plTUNvOHd651fb793af8fa,,力通自1992年成立後即不斷的自我要求，隨時創新，並從勞動部開始評鑑起自2004年-2018年多次獲得全國A級的肯定！
sirva.com,lockbit3,05/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/RbVJA9aK70XvgWYu651b4b2a183ec,,"We have over 1.5TB of documents leaked + 3 full backups of CRM for branches (eu, na and au)Sirva Worldwide, Inc. provides HR and mobility professionals with the resources, guidance, and support they need to achieve the best possible relocation for..."
suncoast-chc.org,lockbit3,04/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/qywF3Avp9sSpOMMj651dd88aa758c,,"We are state of the art, full service facilities. We offer multiple services at our facilities including adult and pediatric medical and dental care, behavioral health, optometry, lab services, x-ray, pharmacies, women’s health, podiatry, and much m..."
aicsacorp.com,lockbit3,03/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/wA8E2TEYhP9Jivbk651bd5e6b34d8,GT,"AICSA Corp. is a Guatemalan based firm, dedicated to providing the best Consulting, Engineering, Construction and Project Delivery services to our local and international clients.Operating under the philosophy that our clients deserve the best profes..."
erga.com,lockbit3,01/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/m6tBBat0MvomxRpD6519e93c2161d,SA,"An architectural and engineering firm based in Lebanon with branches in Saudi Arabia, Qatar & UAE. we provide architecture consultancy."
thermae.nl,lockbit3,01/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/QnmS8bWrI9tHjfD56519e989788d9,NL,Wellness hotel arrangementen
ckgroup.com.tw,lockbit3,01/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/r3SHTpNJkURjs5Ef6519eb1486432,,Chien Kuo Construction
raeburns.co.uk,lockbit3,01/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/9ru3UWAJdQUbrFzD6519ebf07dea5,UK,"raeburns.co.ukRaeburn Christie, Clark & Wallace are one of the largest legal firms in NE Scotland. Get legal and financial advice from our team of expereinced solicitors."
tayloredservices.com,lockbit3,01/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/GWp4jxvgwg487DI36519ec8105ea6,,"Established in 1992 and headquartered in Edison, New Jersey, Taylored Services is a leading multichannel logistics provider."
fcps1.org,lockbit3,01/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/wLySZ5tBLvjbwIty6519ece2a5651,,Fauquier County Public Schools
laspesainfamiglia.coop,lockbit3,01/10/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/LphhiELePTkefWxC6519ed64aa0c9,,laspesainfamiglia.coop
palaciodosleiloes.com.br,lockbit3,29/09/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/XRJoauG1qh2GGALr650e056a007e6,BR,"Considerada uma das maiores empresas de leiles do país, o Palcio dos Leiles norteou o seu sucesso baseado em competência, ética e profissionalismo."
solveindustrial.com,lockbit3,29/09/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/3aJ1lLNV0YAxEPjz651728c5c1965,,"Combining the complementary strengths of the IPTCI, PTI and LMS product lines, Solve Industrial Motion Group™ has grown to become a leading provider of high-quality Metric and American Standard power transmission components and industrial-grade beari..."
fdf.org.uk,lockbit3,28/09/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/gmF7ZgV21xDbobLu6515e0dd275f6,UK,"The Food and Drink Federation (FDF) is a membership organisation that represents and advises UK food and drink manufacturers.Passports, banks, accounting, juridic, customers and etc private data was downloaded"
ezpaybuildings.net,lockbit3,28/09/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/WFf3muOnKW9PX4tX6515d8708937b,,"EZ Pay Buildings provides programs enabling consumers the ability to acquire ownership of Storage Barns, Steel Buildings, Gazebos, and more. Our dedicated sales team work towards growing the business of our partners. Our customer service representati..."
rexgroup.co.uk,lockbit3,28/09/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/qDhOJXP3XiaHepiW6515d9a96164b,UK,"Rex Group Services Ltd is a company that operates in the Construction industry. It employs 11-20 people and has $5M-$10M of revenue. The company is headquartered in Chapletown, South Yorkshire, United Kingdom"
altmanplants.com,lockbit3,24/09/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/4v99TZ0TO6DA64n86510883560ebb,,"A 3 Billion revenue company nestled in the hills of north San Diego County, Altman Plants is home to over 1,025 unique varieties of cacti and succulents. In 1975, Altman Plants was simply a backyard hobby for Ken and Deena Altman.File list and sa..."
marshallindtech.com,lockbit3,22/09/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/srZgcc3h02tgFkUf650b0730af02f,,"Marshall Industrial Technologies was established in 1951. Strategically located in the heart of the northeastern industrial community, we have evolved over the years into a major ""One Source"" supplier for all of your plant equipment installation and..."
precisionpractice.com,lockbit3,22/09/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/0CqJsEg8Uf4DVbp7650d4310eb1b5,,"Medical Billing, RCM, & Medical Technology Solutions and Revenue Cycle Management Experts. At Precision, we believe best-in-class technology and revenue cycle processes are essential in order for hospitals and medical practices to succeed in the heal..."
pelmorex.com,lockbit3,22/09/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/hyyFJk27ModCW5nl650da88fcec09,CA,"REVENUE: 200KK USDFounded in 1989, Pelmorex is a private, family-owned, international weather information and data management company. Pelmorex is located in Canada. Read More. View Company Info for Free. Who is Pelmorex. Headquarters. 2655 Brist..."
messner.com,lockbit3,20/09/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/wHejAMlnCxJjMggI650b37f6e1109,,"At Messner Reeves LLP we firmly believe every business, regardless of size, deserves exceptional legal services at a reasonable rate.Messner Reeves is a national full-service business law firm providing legal services to a diverse group of client..."
hwwealth.com,lockbit3,20/09/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/w8ypelRcL5TFCslv650afb7fb1e66,,"HUTCHISON WHITEHEAD WEALTH MANAGEMENT IS A FEE-ONLY, FIDUCIARY REGISTERED INVESTMENT ADVISOR SEASONED SINCE 2004File list and samples http://***/r/NyDGzUVwj_#o1sE8yi15Ct11XOCfOhp/J0dyA7B..."
constantinecannon.com,lockbit3,20/09/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/pLD6zljJ0IXpIo51650b00b27ad48,,"At Constantine Cannon, we are one law firm with two internationally renowned practices – antitrust and representing whistleblowers. We also excel at litigation, compliance, and intellectual property.Extracted SQL tables list and sample tablesht..."
bauscherhepp.com,lockbit3,20/09/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/tcHEfLgwmqFjxQ53650b033051277,CA,"BauscherHepp, Inc. distributes the BAUSCHER, HEPP, TAFELSTERN, WMF, and LUIGI BORMIOLI brands in USA. Additionally, BauscherHepp, Inc. distributes BAUSCHER, HEPP, and Luigi Bormioli in Canada.File list, SQL dump list and file sampleshttps://sha..."
compass-inc.com,lockbit3,20/09/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/kFjqc5ovfmZebhF3650b092c8745b,,"Provider of health care consulting services based in Portland, Maine. The company's thorough and accurate analysis of health care costs, financial risk, regulatory issues, enable their clients to improve efficiency and save costs.File list and sa..."
payrollselectservices.com,lockbit3,20/09/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/Dn2U7ANvGZCIPilC650abd4979423,,"We downloaded all the confidential data of their company, clients, employees, partners. Confidential data of every company they serve. This includes 180 clients, personal account logins and passwords, taxes, employees, SSN, bank details, etc.Info..."
fersan.com.tr,lockbit3,19/09/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/vqwfQYuhNuXdUoDt650773986f57e,TR,"you are pathetic liars, we stole your data, no need to deceive your customers. and your 7500$ that you offered us can be spent on whores"
tuvsud.com,lockbit3,16/09/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/nOfU3RVfabwpfBBI64ee5d3170d77,,"In 1866, our founders had a bold vision to reduce the impact of technological risks and protect people, assets and the environment. More than 150 years on, sustainability and safety continue to be the backbone of our mission and services."
perfectlaw.com,lockbit3,16/09/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/C6ruX3QDT5kBREHz64fb4dd086cc3,,"PerfectLaw® is the most function- and feature-rich legal software that uses a single All-in-One® database for all law office applications. This means you enter your data once and it is immediately available to everyone and every application, subject..."
beamconstruction.com,lockbit3,16/09/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/mCzAok8GUxcvw5rI64f8f523b6328,,"Construction company.187GB- Financial reports, payment journal, bank statements, tax forms, various accounting documentation- Lists of employees with confidential data (ssn numbers, residential addresses, date of birth, contracts, FMLA forms, s..."
scottpartners.com,lockbit3,16/09/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/Dtja2USHhdYb3SmP64f360c222459,US,"Scott + PartnersHospitality · Vermont, United States ·"
eljayoil.com,lockbit3,16/09/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/aTZXAp2fiZXIUoMN64f35df3c121c,US,"Eljay Oil - Business InformationElectricity, Oil & Gas · Washington, United States ·"
dasholding.ae,lockbit3,16/09/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/8zpoHVV8fDdZjRue64f34bda76b59,AE,Das Holding - Business InformationHolding Companies & Conglomerates · United Arab Emirates · 129 Employees
faithfamilyacademy.org,lockbit3,16/09/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/T9YcF5JNYxaVlAQ164f1a21ba71be,,"Oak Cliff Faith Family Academy is an charter elementary/secondary school in Dallas, TX, in the Waxahachie Faith Family Academy school district. As of the 2021-2022 school year, it had 2,325 students."
syntech.com.sg,lockbit3,16/09/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/nAu35IJ2LA0AVhDO64f04bbc65f67,SG,"syntech.com.sgWe are a upper-structure specialist in the fabrication, manufacturing, design engineering of commercial heavy industry vehicles of various types of trucks."
piramidal.com.br,lockbit3,16/09/2023,http://lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion/post/VCiZ9ty1unGwROkp64efe902cd55a,BR,It's great for your business. A new cycle of transformation is starting.
